meeting_no,meeting_date,monitoring_index,line_number,monitoring_comment
16,2020-10-22,2,3,第一波では、患者の急速な増加の前に#7119 における発熱等の相談件数が増加した。
16,2020-10-22,3,1,新規陽性者における接触歴等不明者数は、感染の広がりを反映する指標であるだけでなく、接触歴等不明な新規陽性者が、陽性判明前に潜在するクラスターを形成している可能性があるのでモニタリングしている。
16,2020-10-22,3,2,接触歴等不明者数は 7 日間平均で、前回の約 105 人から 10 月 21 日時点の約 97 人と横ばいだった。
16,2020-10-22,3,3,【コメント】接触歴等不明者数は引き続き高い水準にあり、今後の動向を警戒する必要がある。
16,2020-10-22,3,4,接触歴を調査する保健所への支援が求められる。
16,2020-10-22,3,5,新規陽性者における接触歴等不明者の増加比が 100%を超えることは、増加傾向の指標となる。
16,2020-10-22,3,6,10 月 21 日時点の増加比は、前回の 116.5%から 92.8%に低下した。
16,2020-10-22,3,7,【コメント】新規陽性者数が高い水準のまま、接触歴等不明者の増加比は 100%を下回ったが、今後、人の往来や様々な活動が増えることで、再び増加に転じることへの警戒が必要である。
16,2020-10-22,3,8,※ 感染経路不明な者の割合は、前回の 58.1%から 10 月 21 日時点の 56.7%となり、国の指標及び目安における、ステージIIIの 50%を超える数値が続いている。
16,2020-10-22,4,1,PCR 検査・抗原検査(以下「PCR 検査等」という。
16,2020-10-22,4,2,)の陽性率は、検査体制の指標としてモニタリングしている。
16,2020-10-22,4,3,迅速かつ広く PCR 検査等を実施することは、感染拡大防止と重症化予防の双方に効果的と考える。
16,2020-10-22,4,4,7 日間平均の PCR 検査等の陽性率は、前回の 3.9%から 10 月 21 日時点の 3.6%と横ばいであった。
16,2020-10-22,4,5,"また、7 日間平均の PCR 検査等の人数は、前回は 4,051.6 人、10 月 21 日時点では 3,975.4 人と横ばいであった。"
16,2020-10-22,4,6,【コメント】ア)新規陽性者数と PCR 検査等の陽性率は前回上昇した後、横ばいであるため、その推移に警戒する必要がある。
16,2020-10-22,4,7,イ)経済活動が活発になり、さらに、感染拡大のリスクを高める機会が増加し、感染経路が多岐にわたっている可能性がある。
16,2020-10-22,4,8,感染リスクが高い地域や集団及び重症化するリスクが高い高齢者施設などに対して、感染予防策に関する情報提供や、感染拡大抑止の観点から、無症状者も含めた集中的な PCR 検査を行うなどの戦略を検討する必要がある。
16,2020-10-22,4,9,"PCR 検査については、10,200 件の検査能力を確保している。"
16,2020-10-22,4,10,ウ)次のインフルエンザ流行期に備え、東京の実情に応じた発熱患者の相談・検査・診療フローの作成や検査体制の強化等について、東京 iCDC においてタスクフォースによる検討内容をもとに、体制整備を進めている。
16,2020-10-22,4,11,※ 国の指標及び目安におけるステージIIIの 10%より低値である(ステージII相当)。
16,2020-10-22,5,1,(1) 東京ルールの適用件数は、35 件前後で推移している。
16,2020-10-22,6,1,"10 月 21 日時点の入院患者数は、前回の 1,008 人から 990 人となった。"
16,2020-10-22,6,2,【コメント】ア)今週、新規陽性者数及び接触歴等不明者数の増加比が再び 100%を下回ったが、9 月中旬以降今週に至るまで、新規陽性者数及び接触歴等不明者数の増加比が100%前後で推移しており、入院患者数の急増にも対応できる病床の確保が依然として必要な状況である。
16,2020-10-22,6,3,医療機関への負担が強い状況が長期化している。
16,2020-10-22,6,4,イ)陽性者以外にも、陽性者と同様の感染防御対策と個室での管理が必要な疑い患者を、1日当たり、都内全域で約150 人程度受け入れている。
16,2020-10-22,6,5,ウ)保健所から入院調整本部へ要請があった件数のうち、約 9 割以上が無症状の陽性者、あるいは感染症としては軽症であるが、認知症等の併存症を有する患者が多い。
16,2020-10-22,6,6,エ)陽性患者の入院と退院時には共に手続き、感染防御対策、検査、調整、消毒など、たとえ軽症者であっても、通常の患者より多くの人手、労力と時間が必要である。
16,2020-10-22,6,7,煩雑な入院と退院の作業が繰り返されることも、医療機関の負担の要因となっている。
16,2020-10-22,6,8,確保病床数は、当日入院できる病床数ではない。
16,2020-10-22,6,9,病院ごとに当日入院できる患者の数には限りがある。
16,2020-10-22,6,10,オ)宿泊療養患者のための健康観察などの業務にあたる医師等もまた、通常の医療現場から苦労して確保している。
16,2020-10-22,6,11,全ての宿泊療養施設において、IT を活用しオンラインで健康観察を行うなど、業務の効率化を進めている。
16,2020-10-22,6,12,"検査陽性者の全療養者数は、10 月 21 日時点で 1,669 人である。"
16,2020-10-22,6,13,内訳は、入院患者 990 人、宿泊療養者 268 人、自宅療養者 202 人、入院・療養等調整中が 209 人である。
16,2020-10-22,6,14,【コメント】ア)保健所から入院調整本部への調整依頼件数は、1 日 65 件程度で推移している。
16,2020-10-22,6,15,緊急性の高い重症患者、認知症や精神疾患を持つ患者の病院・施設からの転院などで、受入先の調整が難航する事例の割合が増加している。
16,2020-10-22,6,16,特に日祝祭日は、受入可能な病床数が少ない状況が続き、調整が難航している。
16,2020-10-22,6,17,イ)入院・宿泊調整の結果、入院先・宿泊先が決定した後に、症状の改善や患者の希望でキャンセルする事例が、依然として一定数存在する。
16,2020-10-22,6,18,"※ 国の指標及び目安における、病床全体のひっ迫具合を示す、最大確保病床数(都は 4,000 床)に占める入院患者数の割合は、10 月 21 日時点で 24.8%となっており、国の指標及び目安におけるステージIIIの 20%を超えているが、ステージIVの 50%未満の数値となっている。"
16,2020-10-22,6,19,"また、同時点の確保病床数(都は 2,640 床)に占める入院患者数の割合は、37.5%となっており国の指標及び目安におけるステージIIIの 25%を大きく超えた数値となっている。"
16,2020-10-22,6,20,また、人口 10 万人当たりの全療養者数(入院、自宅・宿泊療養者等の合計)は、前回の 13.4 人から 10 月 21 日時点で 12.0 人となり、国の指標及び目安におけるステージIIIの 15 人を下回りステージII相当であった。
16,2020-10-22,7,1,東京都は、その時点で、人工呼吸器又は ECMO を使用している患者数を重症患者数とし、医療提供体制の指標としてモニタリングしている。
16,2020-10-22,7,2,(1) 重症患者数は、前回の 25 人から、10 月 21 日時点の 24 人と横ばいであった。
16,2020-10-22,7,3,(2) 今週、新たに人工呼吸器を装着した患者は 9 人であり、人工呼吸器から離脱した患者は 5 人、人工呼吸器使用中に死亡した患者は 5 人であった。
16,2020-10-22,7,4,(3) 今週、新たに ECMO を導入した患者は 1 人、ECMO から離脱した患者は 2 人であり、10 月 21 日の時点で、人工呼吸器を装着している患者が 24 人で、うち 4 人の患者が ECMO を使用している。
16,2020-10-22,7,5,【コメント】重症患者数は、新規陽性者数の増加から遅れて増加する。
16,2020-10-22,7,6,重症化リスクが高い高齢者層の新規陽性者数の割合が増加しているなか、今後の重症患者数の推移に警戒が必要である。
16,2020-10-22,7,7,10 月 21 日時点の重症患者数は 24 人で、年代別内訳は 50 代が 7 人、60 代が 5 人、70 代が 7 人、80 代が 5 人である。
16,2020-10-22,7,8,50 代、60 代は死亡者が少ないものの、重症患者全体の約半数を占めている。
16,2020-10-22,7,9,性別では、男性 17 人、女性 7 人であった。
16,2020-10-22,7,10,【コメント】ア)陽性判明日から重症化(人工呼吸器の装着)までは平均 3.6 日で、軽快した重症患者における人工呼吸器の装着から離脱までの日数の中央値は 7.0 日であった。
16,2020-10-22,7,11,イ)重症化リスクの高い人への感染を防ぐためには、引き続き家族間、職場および医療・介護施設内における感染予防策の徹底が必要である。
